Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
19.6,6,62.72,25628.155933031896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.98,0.98,6000,60,60,60.0,0.0,60.0,3.901958465576172E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,42426.70443050779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8069019317626957E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,23815.035203270498,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0,92,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.199028015136719E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,35025.503131524005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.855062484741211E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,23663.210155148096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.337787628173828E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,65.91,5233.982230208645,0.01,0.99,0.0,0.01,0.01,0.0,0.0,1,99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6025,60,85,60.25,2.5,60.25,1.910710334777E-4,100,6.25,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,33015.61712846348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.02886962890625E-5,100,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,24943.823966696404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.0090084075927736E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,22376.781903542465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.470109939575196E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.44,47,67.63,3576.2860139323507,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,1.0,1.0,58164,70,592,581.64,72.88755973166046,581.64,2.812814712524E-4,100,5312.596363636371,MIRAI-GREETH_FLOOD
20.0,6,64.0,24955.69703099899,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.008054733276368E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,21137.448974449428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.730939865112305E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,39446.10175867582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.535104751586914E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,27151.113412739516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.683090209960937E-5,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,28295.918505025973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.534078598022461E-5,100,0.0,DOS-UDP_FLOOD
0.0,1,64.0,73584.28070175438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.3768672943115234E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,6522.313278492233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.533198356628E-4,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,11318.825561312608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.8348388671875E-5,100,0.0,DDOS-SYN_FLOOD
1.52,1,69.09,81633.00895289997,0.01,0.03,0.0,0.01,0.04,0.01,0.0,4,3,1,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.96,0.0,1.0,1.0,6125,60,143,61.25,8.599242390871984,61.25,1.2259483337402344E-5,100,73.9469696969697,DDOS-ICMP_FLOOD
20.04,6,65.09,9782.861407846249,0.0,0.97,0.01,0.0,0.01,0.0,0.0,1,97,0,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6018,60,78,60.18,1.7999999999999994,60.18,1.02219581604E-4,100,3.239999999999998,DDOS-SYN_FLOOD
20.0,6,64.0,35690.129339686864,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8028488159179688E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,40454.32098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.471923828125E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,17758.929629943264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.631923675537109E-5,100,0.0,DOS-UDP_FLOOD
8.24,17,67.17,16358.439937597504,0.0,0.01,0.0,0.01,0.03,0.0,0.0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.95,0.0,0.0,0.02,0.0,1.0,1.0,6166,60,206,61.66,14.647521940242967,61.66,6.114006042480469E-5,100,214.5498989898992,DOS-UDP_FLOOD
20.0,6,64.0,22998.870428250262,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.3480396270751954E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,1,64.0,30863.16409124356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2410621643066406E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.64,36641.07626452346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6026,60,86,60.26,2.599999999999997,60.26,2.7301311492919923E-5,100,6.759999999999986,DDOS-UDP_FLOOD
20.0,6,64.0,41809.250398724085,0.0,0.0,0.25,0.75,0.75,0.0,0.0,75,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.391815185546875E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,50945.02611441759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.964092254638672E-5,100,0.0,DOS-SYN_FLOOD
8.0,17,64.0,21500.4305925774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.6539306640625E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,27336.92237502444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.65900993347168E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,25387.71260819563,0.0,0.81,0.19,0.0,0.0,0.0,0.0,0,81,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.965854644775391E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,63005.91858194382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5871524810791014E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,63.13,3808.813941028505,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6014,60,74,60.14,1.3999999999999997,60.14,2.628183364868E-4,100,1.9599999999999989,DOS-TCP_FLOOD
20.0,6,64.0,36766.33941093969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7210712432861327E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,106725.29262086512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.0349750518798827E-5,100,0.0,DDOS-ICMP_FLOOD
34.4,6,64.0,7960.341620800911,0.0,0.3,0.0,0.2,0.8,0.0,0.0,8,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7196,66,3322,719.6,1371.59009101764,719.6,0.0012789011001586,10,1881259.377777778,RECON-OSSCAN
20.0,6,64.0,47302.40216533213,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1140575408935547E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,29012.27087224182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.446817398071289E-5,100,0.0,DDOS-SYN_FLOOD
19.8,6,63.36,17176.39542978828,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,5.821943283081055E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,13670.68869984681,0.0,0.0,0.31,0.0,0.31,0.0,0.0,31,0,0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.314920425415039E-5,100,0.0,DOS-TCP_FLOOD
19.70833333333333,6,62.66666666666666,11919.51641455256,0.0104166666666666,0.96875,0.0,0.0,0.0104166666666666,0.0,0.0,1,93,1,0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0208333333333333,0.0,0.0,0.9791666666666666,0.9791666666666666,5766,60,66,60.0625,0.6123724356957945,60.0625,8.389602104822795E-5,96,0.375,DDOS-SYN_FLOOD
20.0,6,64.0,41339.483540311456,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.418994903564453E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.64,62415.23809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6273,60,333,62.73,27.300000000000047,62.73,1.6021728515625E-5,100,745.2900000000025,DDOS-UDP_FLOOD
24.8,6,114.1,53.03103367618517,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.2,0.0,0.0,0.0,1.0,1.0,1549,66,348,154.9,113.3671028120592,154.9,0.0190308809280395,10,12852.1,BENIGN
20.0,6,64.0,32268.841360209262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.098964691162109E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,46381.77595930554,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2099018096923828E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,20362.67598796,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.910945892333984E-5,100,0.0,DDOS-RSTFINFLOOD
19.8,6,63.36,47436.145668400815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,2.108097076416016E-5,100,0.0,DDOS-TCP_FLOOD
10.2,6,63.36,1126.468479162918,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92646,60,1514,926.46,580.3846759875838,926.46,8.912014961242E-4,100,336846.3721212127,DDOS-ACK_FRAGMENTATION
8.0,17,64.0,5157.33274312344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.938986778259E-4,100,0.0,DOS-UDP_FLOOD
8.12,17,65.73,2796.743370384941,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,54931,85,554,549.31,46.89999999999989,549.31,3.575587272644E-4,100,2199.60999999999,MIRAI-UDPPLAIN
0.0,1,64.0,37553.08443011908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6628971099853515E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,31415.654258108007,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.1840801239013675E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,26412.493702770786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.786087036132813E-5,100,0.0,DOS-UDP_FLOOD
8.0,17,64.0,38209.92985332969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.618074417114258E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,36298.60666378191,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.768993377685547E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,1,63.36,13887.044333344367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,7.203102111816406E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,47,64.0,7368.640747702957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,1.367592811584E-4,100,0.0,MIRAI-GREETH_FLOOD
5.6,17,127.03,2332.52733319245,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.67,0.0,0.0,0.32,0.0,1.0,1.0,39418,60,554,394.18,228.874822653005,394.18,4.287409782409E-4,100,52383.68444444449,MIRAI-UDPPLAIN
19.88,6,64.0,24887.580846140158,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6018,60,78,60.18,1.7999999999999992,60.18,4.018068313598633E-5,100,3.2399999999999967,DOS-SYN_FLOOD
0.0,1,64.0,31025.25334714106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2241344451904294E-5,100,0.0,DDOS-ICMP_FLOOD
20.08,6,67.82,29604.065499717675,0.98,0.02,0.98,0.0,0.0,0.0,0.0,0,2,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.378868103027344E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,35802.85104566795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.794027328491211E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,57740.96916299559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.73187255859375E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,19669.40536484712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.084991455078125E-5,100,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,11422.085455189128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.755922317504883E-5,100,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,33713.56000321518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.967119216918945E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,53423.81862183161,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.872777938842773E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,18005.16849109251,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.553960800170898E-5,100,0.0,DDOS-RSTFINFLOOD
20.2,6,67.64,33967.47651441529,0.0,0.01,0.01,0.98,1.0,0.0,0.0,100,1,0,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.3999999999999992,60.14,2.9649734497070312E-5,100,1.9599999999999984,DDOS-PSHACK_FLOOD
20.0,6,64.0,23250.022172949004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.301071166992188E-5,100,0.0,DDOS-SYN_FLOOD
32.8,6,192.1,120.8064701951658,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6558,66,2922,655.8,1014.4231858548974,655.8,0.0086295843124389,10,1029054.3999999998,BENIGN
8.0,17,64.0,23793.41955979124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.202842712402344E-5,100,0.0,DOS-UDP_FLOOD
20.4,6,139.2,197.0285327746409,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,7256,60,2974,725.6,1126.1286881268154,725.6,0.0054378032684326,10,1268165.8222222223,BENIGN
8.0,17,64.0,4298.675849628992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,2.326393127441E-4,100,0.0,MIRAI-UDPPLAIN
0.0,1,64.0,38490.44691199413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.599000930786133E-5,100,0.0,DDOS-ICMP_FLOOD
8.04,17,67.0,1407.5979273498538,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.01,0.0,0.0,0.99,0.99,16048,60,214,160.48,15.33496697489798,160.48,7.104396820068E-4,100,235.1612121212117,DOS-UDP_FLOOD
8.0,17,64.0,33005.225055083414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.029823303222656E-5,100,0.0,DDOS-UDP_FLOOD
20.36,6,63.6,41947.23472347235,0.01,0.97,0.0,0.01,0.03,0.0,0.0,3,97,1,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6393,60,441,63.93,38.09723206361706,63.93,2.3839473724365237E-5,100,1451.399090909092,DDOS-SYN_FLOOD
8.0,17,64.0,29576.92687398632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16200,162,162,162.0,0.0,162.0,3.381013870239258E-5,100,0.0,DOS-UDP_FLOOD
